,rating,reviewContent,teks_setelah_prep
583,baik,"Packaging rapi, flashdiksnya ORI, kapasitasnya sesuai dengan detail produk yang dicantumkan dan foto dengan barangnya sesuai + barangnya datang sesuai tepat waktu. Makasih ya.. 😘",packaging rapi flashdiksnya original kapasitas sesuai detail produk cantum foto barang sesuai barang sesuai terimakasih ya
584,baik,"flashdisknya sudah diterima dengan baik. kapasitas total 58,544,586,752 bytes dengan FAT32. menjadi 62,885,724,160 bytes kalau diformat dengan exFAT. write speed 10MB/s dan read 30 MB/s dengan port USB 2.0, belum dicoba dengan port usb 3.0.",flashdisknya terima kapasitas total bytes fat bytes format exfat write speed mbs read mbs port usb coba port usb
585,baik,"Terima kasih, barang bagus dan respon penjual sgt baik.",terima kasih barang bagus respon jual
586,baik,"Barang sudah diterima dgn baik. Packing rapih. Tp isinya cuma 58GB. Selebihnya, oke",barang terima packing rapih isi gb lebih oke
587,baik,pas cocok buat anda semua. bgus. sesuai deskripsi.,pas cocok bgus sesuai deskripsi
588,baik,PUAS,puas
589,baik,"flashdisk 64gb casing metal, baguss",flashdisk gb casing metal baguss
590,baik,Sesuai deskripsi,sesuai deskripsi
591,baik,"barang dah sampai, makasih",barang terimakasih
592,baik,mantap barang gak minus sama sekali,mantap barang minus
593,baik,"pengiriman cepat, packing cukup bagus",kirim cepat packing bagus
594,baik,Biarkan bintang yang berbicara ... 👌👍,biar bintang bicara
595,baik,"Barangnya ok, cepat sampai",barang ok cepat
596,baik,"Pengirimannya cepat, produk baik",kirim cepat produk
597,baik,Barang  sesuai dengan deskripsi dan berfungsi baik.,barang sesuai deskripsi fungsi
598,baik,"sampai cepat, barang sesuai.",cepat barang sesuai
599,baik,oke,oke
600,baik,"TV LED dengan pilihan input yang lengkap (HDMI, DV, VGA). Kami beli untuk keperluan kantor yang penggunaannya bisa multi-source. Panasonic satu-satunya merk yang menyediakan fasilitas ini (sepanjang pengetahuan kami). Kualitas gambar juga bagus, dengan bezel tipis yang memberikan kesan ""lega"" ... extra bracket memudahkan pemasangan di dinding. Bravo Panasonic!",televisi led pilih input lengkap hdmi dv vga beli perlu kantor guna multisource panasonic satusatunya merk sedia fasilitas tahu kualitas gambar bagus bezel tipis kesan lega extra bracket mudah pasang dinding bravo panasonic
601,baik,Cuma butuh waktu 12 jam unit tiba.. thks,butuh jam unit thks
602,baik,Pokonya puas..,poko puas
603,baik,"Puas bgt pengiriman sesuai jadwal, barang bagus, packing rapih buat maen game enak bgt hihii, murah lagi, tenkyu lazada",puas banget kirim sesuai jadwal barang bagus packing rapih main game enak banget hihii murah terimakasih lazada
604,baik,"Mantab, speed konsisten, total size asli 1.81gb, pas. Sejauh ini masih normal digunakan. Nice job seller n Lazada 👍🏻",mantap speed konsisten total size asli gb pas normal nice job jual n lazada
605,baik,Smuanya mntap..,smuanya mantap
606,baik,"pengiriman cepat, hr ini kirin lusa udh terima. packing rapi pake bubble jg. kwalitas product oke. Tq.",kirim cepat kirin lusa terima packing rapi pakai bubble kwalitas produk oke terimakasih
607,baik,Saya rekomendasikan beli disini,rekomendasi beli
608,baik,sudah sampaiii,sampaiii
609,baik,"warna sesuai pesanan, spek persis, ok dah",warna sesuai pesan spek persis ok
610,baik,"Original, Packing rapi.",original packing rapi
611,baik,Barang good condition and delivery ok,barang good kondisi and delivery ok
612,baik,mantap,mantap
613,baik,barang oke,barang oke
614,baik,"Packing rapi dan pengiriman tepat waktu. Sejauh ini berfungsi dengan baik, harapannya semoga awet ni barang🙏",packing rapi kirim fungsi harap moga awet ni barang
615,baik,"Barangnya bagus, kecil/compaq, dan packing baik",barang bagus kecilcompaq packing
616,baik,good Product with reasonable Price,good produk with reasonable harga
617,baik,"Packing Rapi, kualitas oke, fitur2 persis seperti deskripsi, desain keren... cuma yg kurang puas di segi kecepatan transfer hanya mentok di 9-10 Mb/s",packing rapi kualitas oke fitur persis deskripsi desain keren puas segi cepat transfer mentok mbs
618,baik,"Smua yang di ulasan bener smua apa mreka kata, kapasitas terbaca 29.5GB karena terpakai sistem, pengiriman lebih cepat dari extimasi",ulas bener kapasitas baca gb pakai sistem kirim cepat extimasi
619,baik,"barang sdh diterima, pengirimannya cepat, data yg terbaca 29.1GB (iya karena space 32GB tdk terbaca 32GB full) terima kasih atas fast responnya, n barangnya ori.",barang terima kirim cepat data baca gb iya space gb baca gb full terima kasih fast responnya n barang original
620,baik,"Pengiriman cepet  , tapi tranfer failnya lemot",kirim cepat tranfer fail lot
621,baik,"Cepet sampai, barang asli, bagus lah. Thanks LAZADA",cepat barang asli bagus terimakasih lazada
622,baik,BARANG CEPAT CUMA 2 HARI GARANSI RESMI MANTABB,barang cepat garansi resmi mantabb
623,baik,Bagus. Packing rapi. Modelnya aku suka. Thanks lazada!,bagus packing rapi model suka terimakasih lazada
624,baik,"Barang bagus, pertahankan",barang bagus tahan
625,baik,"pengiriman cepet, barang bagus, transfer data lebih cepat daripada tipe Cruzer Switch",kirim cepat barang bagus transfer data cepat tipe cruzer switch
626,baik,produk mantap sesuai deskripsi,produk mantap sesuai deskripsi
627,baik,Good,good
628,baik,produk sesuai pengiriman cepat,produk sesuai kirim cepat
629,baik,Produk Bagus,produk bagus
630,baik,barang sangat bagus trimakasih,barang bagus trimakasih
631,baik,cukup bagus,bagus
632,baik,"Barang diterima cepat, seller n lazada pelayanan bagus.. kemasan rapi kasih plastik tebal lagi, good.. tvnya cakep sesuai gambar n speknya, display cukuplah sesuai.. sempat ada baut casing lepas dikencangkan ternyata bisa,,  recomended buat yang nyari.. :)",barang terima cepat jual n lazada layan bagus kemas rapi kasih plastik tebal good tvnya cakep sesuai gambar n speknya display sesuai baut casing lepas kencang recomended nyari
633,baik,Boleh kredit bang,kredit bang
634,baik,1 HARI ORDER BESOK LANGSUNG SAMPAI FAST RESPON FAST SELLER,order besok langsung fast respon fast jual
635,baik,biar bintang yang berbicara,biar bintang bicara
636,baik,bagus barangnya⭐⭐⭐⭐⭐,bagus barang
637,baik,Mantab.... Reseller nya... Pengiriman cepat dan pakingan ok... Thank's... Reseller dan lazada... Sukses selalu.... Buat reseller dan lazada....,mantap reseller nya kirim cepat paking ok terimakasih reseller lazada sukses reseller lazada
638,baik,"packing dan barangnya Ok, namun bonus pouch ukurannya terlalu kecil untuk tempat hardisk nya",packing barang ok bonus pouch ukur hardisk nya
639,baik,"Bagi Yang Minat Order/Pesan Barang Kami,Silahkan Add WhatsApp/WA.085200343400..Langsung Dari Reseller Toko..Terimah Kasih.",minat orderpesan barang kamisilahkan add whatsappwalangsung reseller tokoterimah kasih
640,baik,"Bagi Yang Minat Order/Pesan Barang Kami,Silahkan Add WhatsApp/WA.085200343400..Langsung Dari Reseller Toko..Terimah Kasih.",minat orderpesan barang kamisilahkan add whatsappwalangsung reseller tokoterimah kasih
641,baik,"Hi. Sist/Gan, Stocknya.. Masih Ready.? INFORMASI PRODUK KAMI.! Silahkan chat +add: WhatsApp : 0852-5468-9727 √◎ Respon cepat, Aman & Terpercaya. √◎ Pengiriman VIA : JNE & TIKI. ,?SELLER Resmi LAZADA.! Terima Kasih.",hi sistgan stocknya ready informasi produk silah chat add whatsapp respon cepat aman percaya kirim via jne tik jual resmi lazada terima kasih
642,baik,"Untuk info buat pelanggan setia kami di karenakan lazada slow respon cepat aman dan terpercaya,kami buka orderan pemesanan beli 1 garatis 1 melalui via whatsapp/wa:085250720044",informasi langgan setia karena lazada santai respon cepat aman terpercayakami buka order mesan beli garatis via whatsappwa
643,baik,"Bagi Yang Minat Order/Pesan Barang Kami,Silahkan Add WhatsApp/WA.085200343400..Langsung Dari Reseller Toko..Terimah Kasih.",minat orderpesan barang kamisilahkan add whatsappwalangsung reseller tokoterimah kasih
644,baik,"Bagi Yang Minat Order/Pesan Barang Kami, Untuk Lebih Memastikan Silahkan Add WhatsApp/WA 085200343400..Langsung Dari Reseller Toko..Terimah Kasih.",minat orderpesan barang silah add whatsappwa langsung reseller tokoterimah kasih
645,baik,"Bagi Yang Minat Order/Pesan Barang Kami, Untuk Lebih Memastikan Silahkan Add WhatsApp/WA 085200343400..Langsung Dari Reseller Toko..Terimah Kasih.",minat orderpesan barang silah add whatsappwa langsung reseller tokoterimah kasih
646,baik,"Bagi Yang Minat Order/Pesan Barang Kami, Untuk Lebih Memastikan Silahkan Add WhatsApp/WA 085200343400..Langsung Dari Reseller Toko..Terimah Kasih.",minat orderpesan barang silah add whatsappwa langsung reseller tokoterimah kasih
647,baik,"Bagi Yang Minat Order/Pesan Barang Kami, Untuk Lebih Memastikan Silahkan Add WhatsApp/WA 085200343400..Langsung Dari Reseller Toko..Terimah Kasih.",minat orderpesan barang silah add whatsappwa langsung reseller tokoterimah kasih
648,baik,Cara.. Kredit nya bagaimana,kredit nya
649,baik,Laptop nya bagus,laptop nya bagus
650,baik,"Terimakasih, barang nya memuaskan semoga awet juga",terimakasih barang nya muas moga awet
651,baik,Mantuulll,mantuulll
652,baik,"Makasih gan,tapi produk nya saya mesen yang 16GB dateng nya mlh yang 32GB,mungkin slh masukin produk",terimakasih gantapi produk nya mesen gb nya gbmungkin salah masukin produk
653,baik,alhamdulillah ....puas.wlau pengirimannya   hmpr mlm...tpi semuanya ok.,alhamdulillah puaswlau kirim hmpr mlmtpi ok
654,baik,"Barangnya bagus,suara dan gambar jernih mudah mudahan awet,pengepakanya rapi,datang tepat waktu,kurirnya juga ramah.makasih Lazadd",barang bagussuara gambar jernih mudah mudah awetpengepakanya rapidatang waktukurirnya ramahmakasih lazadd
655,baik,"Barang cukup memuaskan, seller responsif,packing aman karena dari kayu yah.. tpi pengirimannya agak sedikit lama, tpi its ok, yang penting barang sudah sampai",barang muas jual responsifpacking aman kayu yah kirim its ok barang
656,baik,"Packing rapih dan aman banget barangnya, pengiriman cepat (hari ini order, besok langsung dateng). Pokonya seller recommended, dari segi harga juga bersaing. :) ;) :D",packing rapih aman banget barang kirim cepat order besok langsung poko jual recommended segi harga saing d
657,baik,produknya sesuai dgn gambar... puas bgt,produk sesuai gambar puas banget
658,baik,"tv,a bagus bngt, layar,a jga jernih bngt",tva bagus bngt layara jernih bngt
659,baik,"puas sama.produknya, bagus n berkualitas",puas samaproduknya bagus n kualitas
660,baik,good job,good job
661,baik,bgs...,bgs
662,baik,Siip,siip
663,baik,Aku puas banget sama layanan di Lazada. Pengirimannya cepat. Barangnya juga gak lecet sedikit pun. Terimakasih Lazada....,puas banget layan lazada kirim cepat barang lecet terimakasih lazada
664,baik,Min RAM nya emang segitu?,min ram nya emang segitu
665,baik,"Bagus, sesuai foto",bagus sesuai foto
666,baik,bagus sesuai,bagus sesuai
667,baik,Kualitas ok,kualitas ok
668,baik,belum test barangnya,test barang
669,baik,Pengn tivinya,pengn tivinya
670,baik,Klo dp1jt tanpa kartu kredit bisa gk? Brp bln pembayarannya dan sebulannya brp? -TerimaKsh,dpjt kartu kredit bayar bulan terimaksh
671,baik,"HD diterima dg packing bubble bagus, hanya tidak tertulis, barang elektronik, atw keterangan lain, agar penanganan lebih hati2 dan istimewa, ketika paket dalam perjalanan. Finally, 4bintang lhah...",hd terima packing bubble bagus tulis barang elektronik terang tangan hati istimewa paket jalan bintang lhah
672,baik,Barang diterima dengan kondisi yang baik tapi packagingnya kurang,barang terima kondisi packagingnya
673,baik,Bagus ori kok cuma hanya aja 58 gb:( klo 63 gpp hilang 1 gb,bagus original gb tidak-apa-apa hilang gb
674,baik,katanya 64 GB nyatanya cuman 58 GB,gb gb
675,baik,"Barang diterima pada hari akhir yg dijadwalkan, yaitu malam hari. Kondisi barang terlindungi dengan packing bawaan unit.  Kualitas unit adalah kualitas Sharp. Semoga awet. Bila unit ini dikirim dari gudang Lazada di Bogor, mestinya bisa lebih cpt tiba, bukan pada hari akhir yg dijadwalkan karena alamat tujuan juga di Bogor.",barang terima jadwal malam kondisi barang lindung packing bawa unit kualitas unit kualitas sharp moga awet unit kirim gudang lazada bogor mesti cepat jadwal alamat tuju bogor
676,baik,masukan saja.. klo bisa packingnya jangan asal.. dikasih buble wrap minimal.. ini cuma dipacking pakai plastik biasa.. sempet khawatir pecah.. tpi untung gk terjadi . ..,masuk packingnya kasih buble wrap minimal dipacking pakai plastik sempet khawatir pecah untung
677,baik,pesanan sesuai dgn yg di gambar .....skrg sy lg coba smoga awet...,pesan sesuai gambar coba moga awet
678,baik,puas,puas
679,baik,mantap,mantap
680,baik,"Sampainya agak lama tapi puas, packing rapi dan pas dateng warnanya biru seneng banget gan hehe. Top deh semoga awet barangnya",sampai puas packing rapi pas warna biru senang banget juragan hehe top deh moga awet barang
681,baik,dikirim hari berikutnya dan barang mulus,kirim barang mulus
682,baik,"thanks, respon cepat Hdd Ext 2TB sampai sesuai pesanan.",terimakasih respon cepat hdd ext tb sesuai pesan
683,baik,"Foto produk sesuai dengan asli. Warna birunya bagus. Saya pesan, dan bayar produk ini pada tanggal 21 Oktober 2018, dan produk ini datang pada tanggal 23 Oktober 2018 dalam kondisi baik, dan berfungsi untuk Macbook Pro saya meskipun saya harus format dahulu. Saya mendapat bonus poket untuk external HDD saya ini. Mudah-mudahan produk ini awet. Terima kasih Lazada.",foto produk sesuai asli warna biru bagus pesan bayar produk tanggal oktober produk tanggal oktober kondisi fungsi macbook pro format bonus poket external hdd mudahmudahan produk awet terima kasih lazada
684,baik,flashdisknya bagus tapi jatoh sama teman akhirnya rusak untuk mengeluarkan nya,flashdisknya bagus jatuh teman rusak keluar nya
685,baik,"Cepet sampai 1 hari udah sampai,, barang bagus gk cepet panas walau di pake lama,, pokoknya mantab",cepat barang bagus cepat panas pakai pokok mantap
686,baik,"Barangnya sudah saya terima , kondisi sangat baik  Trimakasih Lazada",barang terima kondisi trimakasih lazada
687,baik,Produk oke dan Original by Datascrip tapi sayang kapasitas bersihnya 29GB,produk oke original by datascrip sayang kapasitas bersih gb
688,baik,Barang yg sampe Cruzer yg biasa tidak sesuai di gambar tapi size-nya 64GB,barang cruzer sesuai gambar sizenya gb
689,baik,Ini tv jg bs jadi monitor pc kan?,televisi monitor pc
690,baik,Saya dari Sumba Timur-Waingapu...,sumba timurwaingapu
691,baik,Rizi,rizi
692,baik,"Saya kira antivirusnya ada kasetnya, eh ternyata cuma dikasih nomor serial disuruh download sendiri. Overall bagus lah, pengiriman cepat cuma 1 hari datang",antivirusnya kaset eh kasih nomor serial suruh download overall bagus kirim cepat
693,baik,Barang bagus dan berfungsi,barang bagus fungsi
694,baik,"Suka bgt barangx mulus lus lus and berfungsi dgan baik, thanks Lazada",suka banget barangx mulus lus lus and fungsi dgan terimakasih lazada
695,baik,mudah2n awet amin,mudahn awet amin
696,baik,warna tidak sesuai,warna sesuai
697,baik,eliminasi 2 hari packing rapi tapi warna gak sesuai yang di ingini tapi barang normal work,eliminasi packing rapi warna sesuai ingin barang normal
698,baik,"Brg sesuai , cuma delivery agak lama",barang sesuai delivery
699,baik,"Terlambat satu hari, karena kurir sampai dikantor pada malam hari. Jd besoknya baru bisa saya terima. Tp barang saya terima dengan baik. Terima kasih",lambat kurir kantor malam besok terima barang terima terima kasih
700,baik,Sip,sip
701,baik,barang diantar dengan cepat dan sesuai dengan penjelasan yang ada. penjual merespondengan cepat.,barang antar cepat sesuai jelas jual merespondengan cepat
702,baik,Wkt baca2 di keterangannya ini bkn ori alias kw tp coba krn review yg lain jg ok. Tp memang ok bgt bs dipakai dgn baik. Bole yg mau beli..,baca terang original alias kau coba tinjau ok ok banget pakai beli
703,baik,good,good
704,baik,pengiriman cepat barang bagus,kirim cepat barang bagus
705,baik,sesuai tapi powerbanknya ringan sekali (sesuai harga sih...),sesuai powerbanknya ringan sesuai harga sih
706,baik,Barang ok. Kiriman tepat waktu,barang ok kirim
707,baik,"Pengiriman on time. Cuman packing sederhana sekali, tanpa bubble wrap.",kirim on packing sederhana bubble wrap
708,baik,"Lumayan dengan harga segitu, packing rapih, pengiriman cepat, semoga tidak ada kendala",lumayan harga segitu packing rapih kirim cepat moga kendala
709,baik,"Yah lumayan lah,tapi saya ketemu ram 16gb ddr4 pake rx460 i7 6700hq malah 9 jutaan",yah lumayan lahtapi ketemu ram gb ddr pakai rx i hq juta
710,baik,Apa produk aslinya sesuai dgn yg di gambar ini?,produk asli sesuai gambar
711,baik,"Bagi Yang Minat Order/Pesan Barang Kami,Silahkan Add WhatsApp/WA.085200343400..Langsung Dari Reseller Toko..Terimah Kasih.",minat orderpesan barang kamisilahkan add whatsappwalangsung reseller tokoterimah kasih
712,baik,"Responnya cepat, barangnya cepat sampai juga, terimakasih lazada",responnya cepat barang cepat terimakasih lazada
713,baik,Bagus,bagus
714,baik,Mantab lahh...Pengiriman cepat...,mantap lahhpengiriman cepat
715,baik,keren laptopnya rekomendasi bgt ini selulernya pun baik bgt top pokonya,keren laptop rekomendasi banget seluler banget top poko
716,baik,"Product nya sudah diterima dengan baik, mulus no scratch, no dent, Thanks, klo garansi ke sssc jakarta bisa kan?",produk nya terima mulus nomor scratch nomor dent terimakasih garansi sssc jakarta
717,baik,"Barang dateng cepat, mulus ga ada cacat ty",barang cepat mulus cacat ty
718,baik,Barang bagus dan mulus sesuai dengan yang di jual. tapi kenapa segel udah kebuka ya?,barang bagus mulus sesuai jual segel buka ya
719,baik,Brg sudh smpe dengan selamat. Beserta bonus2 nya.. Terimakasih banyak. Sukses teruss..,barang sudh selamat serta bonus nya terimakasih sukses teruss
720,baik,halo mau tanya.  barang garansi lenovo resmi?,halo barang garansi lenovo resmi
721,baik,Bisa dicicil ga,cicil
722,baik,"Gambar jernih, suara kenceng, pengaturan menu lengkap dan mudah, pengiriman cepat cuma 1 hari. Terima kasih.",gambar jernih suara cepat atur menu lengkap mudah kirim cepat terima kasih
723,baik,barang sudah smpe gan.. thanks yaa...,barang juragan terimakasih yaa
724,baik,"Udah sampai, saya puas walaupun pengirimannya sedikit telat dan abang kurirnya  nyolot ngotot gara-gara nyari nama saya gak ada yang knal, udah cape nanya nama saya ..baru nlp. Harusnya tlp dulu biar pasti walaupun alamat kurang lngkap. Thanks lazada",puas kirim telat abang kurir nyolot ngotot garagara nyari nama kenal capek nama telpon telepon biar alamat lengkap terimakasih lazada
725,baik,"Tv nya utuh, bagus tapi klo bisa pakingnya pake kayu biar lebih aman",televisi nya utuh bagus paking pakai kayu biar aman
726,baik,Pesen sehari langsung sampai... Barang sesuai pesanan ...  Barang diterima dalam kondisi baik. Terimakasih ....,pesan hari langsung barang sesuai pesan barang terima kondisi terimakasih
727,baik,"Kok belum sampe yah... ktnya sehari nyampe. Tapi sampe sekarang belum ada, abang gojek nya juga gak ada kompirmasu.",yah hari abang gojek nya kompirmasu
728,baik,"Klo untuk seri TV ini , Apakah support untuk  memutar file video via port USB.? Kalau iya, format file jenis APA sja. Thnks",seri televisi support putar file video via port usb iya format file jenis thnks
729,baik,"Pgen  kridit yanpa kartu kridit,tp g tau caray.tolong bantuany?",kridit yanpa kartu kridittp tau caraytolong bantuany
730,baik,Apakah ada port audio vidio output dan input? Makasih,port audio video output input terimakasih
731,baik,Kalo cara bayarnya buat cicilan gimana yaa gan??,bayar cicil yaa juragan
732,baik,maux yang asli,maux asli
733,baik,yang asli,asli
734,baik,Kalo dicicil gmn caranya??,cicil
735,baik,mantap,mantap
736,baik,Product ok sesuai foto.,produk ok sesuai foto
737,baik,Eksternal HD enclosure murah meriah... dah coba langsung colok ke laptop.. alhamdulillah kebaca semua.,eksternal hd enclosure murah riah coba langsung colok laptop alhamdulillah baca
738,baik,barang bagus..  sesuai deskripsi..  makasiih,barang bagus sesuai deskripsi makasiih
739,baik,dicoba langsung josss...,coba langsung josss
740,baik,"Layar hd, suara bagus & ringan sekali. Body metal dg USB type C & SSD. Hanya Windows 10 nya Chinese edition, untung yg ga masalah utkku",layar hd suara bagus ringan body metal usb type c ssd windows nya chinese edition untung utkku
741,baik,"laptopx bagus tapi layarx masih 13 inc, coba yg 16, lebih mantap",laptopx bagus layarx inc coba mantap
742,baik,Nice Value,nice value
743,baik,"Thanks pengiriman cepet, packing rapih, macbook air rasa windows",terimakasih kirim cepat packing rapih macbook air windows
744,baik,Mantap,mantap
745,baik,"(+) pengiriman cepat, sesuai deskripsi + kabel usb male to male, walaupun murah tapi kokoh metal     (-) gampang lecet",kirim cepat sesuai deskripsi kabel usb male male murah kokoh metal gampang lecet
746,baik,"Barang percobaan sudah smpai,packing rapih,tpi blm di tes,semoga normal berfungsi,.trimakasih lazada",barang coba smpaipacking rapihtpi tessemoga normal berfungsitrimakasih lazada
747,baik,Password lag Samantha Harga,password lag samantha harga
748,baik,Barangnya sampai ditujuan dan sesuai gambar dapat kabel USB juga. Terima kasih Lazada,barang tuju sesuai gambar kabel usb terima kasih lazada
749,baik,Mantapppp barang datang lebih cepatttttt,mantapppp barang cepatttttt
750,baik,Barang bagus dan berfungsi baik,barang bagus fungsi
751,baik,barang sdah sampai kondisi baik dan sdah di gunakan dengan baik,barang kondisi
752,baik,Luamayan lah harga segini,luamayan harga gin
753,baik,Barang lebih cepat dr estimasi perkiran pengiriman... barang bagus bisa bekerja sesuai keperluan Mantap bosquuu suskes selalu!!!!,barang cepat estimasi kira kirim barang bagus sesuai perlu mantap bosquuu suskes
754,baik,barang lumayanlah bagus,barang lumayan bagus
755,baik,Packing safety dari benturan. Pengiriman lumayan cepat. Kelengkapan full deskripsi. Cuma sedikit kecewa sama kabelnya agak cepat panas kalau pake bawaan. Tapi jika di ganti kabel yang lain adem normal. Kenapa ya???,packing safety bentur kirim lumayan cepat lengkap full deskripsi kecewa kabel cepat panas pakai bawa ganti kabel adem normal ya
756,baik,"barang uda sampe, packing lumayan, pas dibuka kirain gak ada kabel'a eh gak tau'a ada di dlm tmp hdd..  rekomended buat layanan kirim cepat'a krn kemarin sy pesen lazada beberapa item, hdd case inilah yg sampe duluan... 4 bintang dulu yah, brg blm sempet d test pake komptr. thx..",barang packing lumayan pas buka kirain kabela eh taua tmp hdd rekomended layan kirim cepata kemarin pesan lazada item hdd case duluan bintang yah barang sempet d test pakai komptr terimakasih
757,baik,Ni case + power + usb nya? Tinggal masukin harddisk laptopnya ke case yg da drive powernya kan?,ni case power usb nya tinggal masukin harddisk laptop case da drive powernya
758,baik,"Cocok, berfungsi, cmn tdk ada obeng kecilnya. setau saya hrsnya ada obengnya",cocok fungsi cmn obeng kecil tau obeng
759,baik,Barang bagus... Kabel usb nya juga ada... Trimakasih,barang bagus kabel usb nya trimakasih
760,baik,"Produknya bagus, pengirimannya cukup cepat beli tanggal 29 maret diterima tgl 1 april.  Namun untuk aktivasi antivirusnya tidak bisa. Saran, sebaiknya untuk pengiriman dikasih bubble wrap untuk menjaga kualitas produk saat pengiriman.",produk bagus kirim cepat beli tanggal maret terima tanggal april aktivasi antivirusnya saran kirim kasih bubble wrap jaga kualitas produk kirim
761,baik,(+) Pengepakan rapih (+) Barang Legit (masih tersegel dengan segel seagate dan terdapat warranty file di dalam storagenya) (+) Sesuai deskripsi (-) Pengiriman agak lama (tidak diketahui penyebabnya dari lazada atau sellernya),epak rapih barang legit segel segel seagate warranty file storagenya sesuai deskripsi kirim sebab lazada sellernya
762,baik,Packingan rapi barng Dah di test bagus,packingan rapi barng test bagus
763,baik,"Barang diterima setelah 3 hari pemesan, phisik brng oke dan moga awet",barang terima mes phisik brng oke moga awet
764,baik,"barng sampai cepat, kodisi paket rapi, sesuai dengan diskripsi",barng cepat kodisi paket rapi sesuai skripsi
765,baik,"Barang sudah dteriam, akan tetapi kabel data tidak bisa di gunakan, mohon di bantu supaya bisas di tukar  (hanya kabelnya saja).tks",barang dteriam kabel data mohon bantu bisas tukar kabel sajatks
766,baik,Barang datang sesuai pesanan,barang sesuai pesan
767,baik,"Produk bgs, sesuai spesifikasi, hrg murah",produk bgs sesuai spesifikasi harga murah
768,baik,Barang bagus,barang bagus
769,baik,"Barang ok, bisa langsung digunakan. pengiriman ontime.",barang ok langsung kirim ontime
770,baik,"Not bad lah, buat simpan film naruto sama boruto+drakor",not bad simpan film naruto borutodrakor
771,baik,"Barang bagus sih udh berapa bulan pake, makanya baru bsa review.. smoga awet.. makasih ya",barang bagus sih pakai tinjau moga awet terimakasih ya
772,baik,BARANG SUDAH SAMPAI DAN SEJAUH INI TIDAK ADA MASALAH. TERIMA KASIH,barang terima kasih
773,baik,OK,ok
774,baik,"Barangnya bagus min, sesuai spesifikasi, pengiriman barang jg cepat,, thanks",barang bagus min sesuai spesifikasi kirim barang cepat terimakasih
775,baik,Gan ini baterai tanam gk?,juragan baterai tanam
776,baik,"Respon seller cepet, pengiriman by COD Lazada juga joss. HDD ud ditest, bonus melimpah, semoga awet dan bergarabsi 3 tahun. Sukses boss, tks",respon jual cepat kirim by bayar kirim lazada joss hdd ditest bonus limpah moga awet bergarabsi sukses boss terimakasih
777,baik,"Mohon infonya pak, kmrn saya terima barangnya, lgsg saya tes ke laptop, plug n play. Dari kantor saya coba copy file ke hdd, di rumah saya pindahkan ke laptop, 1 file berhasil dipindahkan, setelah itu drive si hdd sdh tdk terbaca lagi.. Ganti laptop dan kmptr masih tdk terbaca.. Kenapa ya? Terima kasih",mohon informasi kemarin terima barang langsung tes laptop plug n play kantor coba copy file hdd rumah pindah laptop file hasil pindah drive si hdd baca ganti laptop kmptr baca ya terima kasih
778,baik,"barang sudah sampai, pengiriman juga cepat mantap lah",barang kirim cepat mantap
779,baik,Okelah semoga awet dan tahan lama hhd nya,oke moga awet tahan hhd nya
780,baik,"Baru bgt sampe eh kebanting gara gara teledor, alhamdulillah gpp, asal ga kebanting sering sering. Hehe",banget eh banting gara gara teledor alhamdulillah tidak-apa-apa banting hehe
781,baik,brgnya sesuai gambar.. pelayanan tokonya jg memuaskan dan welcome,brgnya sesuai gambar layan toko muas welcome
782,baik,barang bagus,barang bagus
783,baik,pengemasan rapi dan barang bagus namun sayang pengiriman terlambat,emas rapi barang bagus sayang kirim lambat
784,baik,"Gan, barang telah di terima. thanks.",juragan barang terima terimakasih
785,baik,"oke, sesuai.. tp blm sempet digunakan dan blm tau kapasitas dlm nya..",oke sesuai sempet tau kapasitas nya
786,baik,"mantap, kurirnya doang lama gak kaya JNE JNE mah dari jakarta - bekasi cuma sehari doang, ini mah lebih dari 2 hari",mantap kurir kaya jne jne mah jakarta bekas hari mah
787,baik,"Udah hampir sebulan pake HD ini lancar dan transfer filenya cepet Warna sesuai, dapet free pouch + pen juga Yang paling saya suka, tampilannya mulus elegan + benar2 ringan. Jadi enak kalo dibawa2 Tapi sayang yang warna silver kok nggak dapet free cloud storage :(",bulan pakai hd lancar transfer filenya cepat warna sesuai dapet free pouch pen suka tampil mulus elegan ringan enak bawa sayang warna silver dapet free cloud storage
788,baik,PUAS,puas
789,baik,Pengiriman lama 2minggu baru dateng.mungkin krn rumah ane pelosok....tp Barang bagus.berfungsi dg baik..bonus kek dmpet buat wadah hddnya n pen n tlsan WD buat apa ya???,kirim minggu datengmungkin rumah pelosoktp barang bagusberfungsi baikbonus dmpet wadah hddnya n pen n tlsan wd ya
790,baik,"Pengiriman cepat 2 sdh terima, barangnya ok berfungsi dengan baik, cuman antivirus hanya untuk 6 bulan, dan harus download dulu.",kirim cepat terima barang ok fungsi antivirus download
791,baik,barang cepat sampai dan sesuai yg diinginkan. mungkin free kasperskynya habis diganti dengan gantungan WD. terimakasih,barang cepat sesuai free kasperskynya habis ganti gantung wd terimakasih
792,baik,Sesuai pesanan,sesuai pesan
793,baik,Ini gan nomor pesanannya mohon di cek ya 3121198272,juragan nomor pesan mohon cek ya
794,baik,produk bagus. namun pengganti antivirusnya ga sesuai. yaitu gantungn kulkas,produk bagus ganti antivirusnya sesuai gantungn kulkas
